Country,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
Syrian Arab Republic,2.87278,2.95326,3.32743,2.93582,2.84976,2.78708,2.89153,3.13821,2.29885,2.92113,3.11818,3.27458,3.22501,2.70084,3.00073,3.06848,3.48014,3.47402,3.36949,3.36968,3.00775,2.85938,3.14968,3.18489,2.84494,2.77966,3.2085,2.80706,2.54726,2.87122,2.32275,2.60618,1.82005,1.81306,1.75882,1.47863,1.32202,1.11725,1.13735,1.34636,1.04397,1.17438,0.999882,0.799209,0.881376,0.681322,0.835933,0.71414,0.654417,0.6464,0.701818
Tanzania,0.15223,0.147723,0.154373,0.149553,0.149187,0.144699,0.115258,0.103544,0.100261,0.0896379,0.0779307,0.0764716,0.0789386,0.0912511,0.112463,0.118664,0.0841456,0.0936381,0.0867065,0.0924498,0.0930966,0.0894253,0.0956082,0.102973,0.102062,0.107913,0.111826,0.108049,0.108915,0.110111,0.100865,0.114391,0.125532,0.118303,0.169211,0.142979,0.149049,0.212682,0.149411,0.175457,0.129919,0.13627,0.129337,0.141887,0.113925,0.0994994,0.0912017,0.0729702,0.071736,0.0678728,0.0822614
Thailand,4.44686,4.17318,3.95614,3.96818,3.96472,3.90743,3.87701,3.60062,3.38531,3.20494,3.02126,2.9666,2.80882,3.20722,3.139,2.84121,2.48704,2.25136,1.99767,1.84029,1.69369,1.41299,1.2192,1.05467,0.937726,0.935357,0.899696,0.846186,0.769701,0.787441,0.846901,0.791759,0.772205,0.724178,0.66337,0.576567,0.587678,0.60891,0.559094,0.507072,0.416928,0.406515,0.491559,0.36025,0.289137,0.234199,0.242321,0.185975,0.173263,0.147095,0.135759
Togo,0.244234,0.244687,0.24314,0.225621,0.214763,0.241589,0.25883,0.278217,0.240474,0.23285,0.278902,0.324084,0.252365,0.218996,0.241284,0.222528,0.19907,0.211985,0.209787,0.216942,0.204281,0.2269,0.221261,0.220697,0.210413,0.16909,0.193842,0.180544,0.251587,0.222989,0.264158,0.523093,0.138056,0.183454,0.13094,0.12931,0.160272,0.175124,0.177837,0.144287,0.130003,0.118935,0.0998833,0.106723,0.101285,0.0772618,0.0794262,0.0651706,0.0545699,0.0573855,0.0417624
Tonga,1.51474,1.66429,1.56729,1.50568,1.73215,1.56182,1.71801,1.76562,1.48038,1.45185,1.23529,1.31694,1.13423,1.1771,1.14334,1.1468,1.11107,1.07447,0.9221,0.96175,0.809195,0.733771,0.735824,0.582662,0.506336,0.507392,0.508014,0.508361,0.469717,0.510118,0.433699,0.437021,0.401375,0.324887,0.328665,0.373561,0.251139,0.295097,0.254803,0.214394,0.304243,0.132736,0.180872,0.185558,0.143266,0.147936,0.153309,0.159435,0.16604,0.172592,0.178588
Trinidad and Tobago,38.1611,36.4283,32.3149,35.4652,24.6665,22.0371,24.0189,21.573,21.0453,19.6673,19.333,18.0395,15.3007,15.2535,17.3097,16.7075,15.8785,13.5169,16.9588,17.114,13.8799,13.3008,13.1689,14.6589,14.6828,17.7253,15.1731,14.318,16.4434,15.655,15.6065,15.6427,14.5412,15.5567,15.5274,9.51293,10.081,9.56501,8.5094,8.47383,9.51253,4.16418,4.33836,5.0099,4.40884,5.6949,4.20177,1.46668,8.22557,5.31814,3.04258
Tunisia,2.4531,2.37626,2.42161,2.33431,2.28357,2.27355,2.25985,2.17453,2.14841,2.152,2.08321,1.93861,1.92872,1.83887,1.84373,1.75664,1.80825,1.90606,1.7696,1.86211,1.627,1.66286,1.58625,1.52888,1.61017,1.64451,1.63966,1.63724,1.41575,1.49809,1.48656,1.41118,1.23839,1.14748,1.01855,0.988803,0.982544,0.896214,0.894876,0.808997,0.730253,0.766751,0.729218,0.638871,0.609953,0.53223,0.608626,0.438885,0.412987,0.41322,0.409211
Turkey,4.13103,3.90007,4.05429,4.09601,3.81152,3.50395,3.37205,3.31385,3.1632,3.0349,3.42144,3.16124,3.27211,3.28838,3.16605,2.93856,2.72237,2.80593,2.74306,2.70641,2.70129,2.62536,2.42318,2.53882,2.32893,2.17001,1.99004,1.92345,1.89114,1.77749,1.7256,1.76119,1.84149,1.98859,1.83841,1.67658,1.59738,1.59194,1.47654,1.34052,1.22627,1.14244,1.09393,1.03314,0.994607,0.883506,0.86939,0.765934,0.748241,0.615079,0.610473
Uganda,0.111346,0.10243,0.0994674,0.101792,0.0893566,0.0795318,0.066692,0.0636707,0.0643124,0.0646051,0.0631417,0.0599005,0.0592375,0.0519717,0.0520732,0.0479133,0.0379827,0.0428404,0.0446947,0.0456454,0.0457987,0.0474555,0.0530263,0.0489363,0.0463788,0.0422688,0.0411133,0.0448428,0.0410062,0.0408367,0.0499656,0.0554032,0.0592646,0.0703309,0.08888,0.104654,0.113486,0.115124,0.138406,0.148259,0.152953,0.128466,0.110759,0.0944459,0.0884387,0.0782415,0.0634349,0.0577911,0.0592583,0.0580931,0.0621231
United Arab Emirates,19.8538,21.067,23.3775,24.0463,25.4069,27.9951,30.9514,31.7108,26.2732,32.379,37.194,27.0851,29.597,15.9625,16.6178,30.1074,32.7624,31.106,28.8809,29.8799,28.79,31.9187,30.0576,31.4847,33.1026,37.0587,36.3226,29.0794,31.9024,33.7933,36.3656,39.5283,54.1766,53.6,63.5998,58.3218,69.1781,80.0589,72.7397,77.8229,65.8552,102.031,6.87707,5.47771,0.163611,0.150347,0.13641,0.180976,0.168561,0.112569,0.122768
United Kingdom,7.86257,7.62903,8.4532,8.625,8.90829,8.9731,9.00864,9.06391,8.95965,9.31251,9.23143,9.12625,9.32325,9.3553,9.8228,9.57734,9.59529,9.67763,10.0392,10.1759,9.97511,10.1919,10.0207,10.0677,10.0346,9.90014,9.3817,9.6878,9.74046,9.9553,10.2868,11.4654,10.7673,10.7619,10.6545,10.7361,10.9836,11.7455,11.5624,11.823,11.7324,11.3427,10.9935,10.7841,11.319,11.4562,11.2658,11.2549,11.1429,11.1541,11.1508
United States,17.5642,17.3153,18.6023,19.3496,19.2292,19.716,19.7768,19.5847,19.6469,19.6562,20.2492,19.824,19.7789,19.8764,19.622,19.3639,19.4643,19.3513,19.1888,19.0793,19.1014,20.0596,19.9946,19.3341,18.7029,18.8567,18.9561,18.5418,18.564,19.7493,20.7775,21.7741,21.9651,21.5325,21.1576,20.4022,21.5029,22.5106,21.7486,20.9802,21.1113,19.8579,19.0894,18.5983,18.1211,17.4517,16.9681,16.4828,16.0139,15.6813,15.9998
Upper middle income,5.4039,5.12731,4.90041,4.75347,4.54892,4.24874,4.00638,3.61177,3.20069,3.12255,3.06905,3.04574,3.05509,3.12032,3.13657,3.07843,2.95717,2.87305,2.78745,2.75976,2.71184,2.78544,2.74906,2.66231,2.56542,2.50763,2.40995,2.32802,2.28617,2.18542,2.23181,2.27076,2.23461,2.08634,1.99316,1.90885,1.79827,1.7801,1.70171,1.6525,1.55135,1.36373,1.24336,1.17003,1.22938,1.16439,1.11119,1.07719,1.07779,1.17044,1.3924
Uruguay,1.97053,2.34832,2.48781,1.79704,1.99635,1.73692,1.68797,1.38281,1.38856,1.52995,1.59783,2.03249,1.72785,1.69865,1.67565,1.42386,1.27035,1.40547,1.639,1.45418,1.28406,1.58006,1.56639,1.16743,1.04891,1.09453,1.15304,1.28382,1.64965,1.83164,2.00219,2.16777,1.99669,1.97774,2.07507,2.10922,2.01249,2.04639,2.15343,2.06089,2.04362,2.00193,1.76019,1.77599,1.98496,2.04938,1.70999,1.63918,1.54057,1.60263,1.7015
Venezuela RB,6.94644,6.48431,6.6433,6.35614,6.3192,6.79604,6.40743,7.44666,7.62867,6.93695,6.24459,7.20888,7.12531,5.81936,5.44193,6.03096,6.00869,5.87683,5.11673,5.70957,6.18833,5.65302,6.18657,6.07254,6.15567,5.84658,5.52643,5.66786,5.84138,5.91454,6.01482,5.23431,4.85436,4.66254,4.34554,5.00921,6.1073,5.59699,5.45165,5.6398,6.95252,6.65136,6.53725,6.77116,6.06268,6.68311,6.4427,6.62981,6.62071,6.59605,7.52868
Vietnam,1.72812,1.6281,1.4939,1.34944,1.22977,1.18871,1.11188,0.978858,0.890209,0.777653,0.69102,0.622651,0.62968,0.606948,0.473884,0.404057,0.370353,0.330346,0.31377,0.319024,0.324281,0.270323,0.366451,0.420562,0.383261,0.359549,0.304206,0.340972,0.330107,0.323933,0.313231,0.309687,0.299785,0.303742,0.283242,0.45389,0.406732,0.547669,0.515173,0.560973,0.659955,0.444538,0.372749,0.378991,0.266158,0.12816,0.108622,0.056544,0.049742,0.0514423,0.0445406
World,4.88346,4.71058,4.78944,4.72658,4.67311,4.57261,4.46444,4.29268,4.09957,4.11023,4.06543,4.02435,4.0989,4.12057,4.10605,4.07201,4.0464,4.03737,4.10193,4.20231,4.20986,4.26306,4.24471,4.16938,4.13973,4.08824,4.0387,3.9646,4.05144,4.1558,4.36325,4.48581,4.3244,4.34868,4.28263,4.11834,4.22166,4.29632,4.15536,4.07115,4.01126,3.81999,3.67993,3.57364,3.53493,3.43612,3.35727,3.24094,3.13657,3.0656,3.09467
Yemen Rep.,0.959963,1.03727,1.02321,1.02503,1.00648,0.995241,0.962712,0.906886,0.849786,0.901395,0.835419,0.815605,0.736533,0.96188,0.958729,0.749115,0.789603,0.687087,1.10283,0.816334,0.813939,0.886944,0.887964,0.834147,0.824594,0.897058,0.773197,0.710286,0.695087,0.514749,0.41971,0.423356,0.423185,0.420573,0.373822,0.32514,0.344729,0.427201,0.237852,0.318514,0.412017,0.780512,1.97725,0.528164,0.610377,0.705248,0.664014,0.543266,0.736723,0.51421,0.712578
